EVENT,BOUT,WEIGHTCLASS,weight_class,title_type,is_womens,is_tournament
UFC 323: Dvalishvili vs. Yan 2 ,Nazim Sadykhov vs. Fares Ziam,Lightweight Bout,lightweight,regular,False,False
UFC 323: Dvalishvili vs. Yan 2 ,Marvin Vettori vs. Brunno Ferreira,Middleweight Bout,middleweight,regular,False,False
UFC 323: Dvalishvili vs. Yan 2 ,Edson Barboza vs. Jalin Turner,Lightweight Bout,lightweight,regular,False,False
UFC 323: Dvalishvili vs. Yan 2 ,Iwo Baraniewski vs. Ibo Aslan,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 323: Dvalishvili vs. Yan 2 ,Mansur Abdul-Malik vs. Antonio Trocoli,Middleweight Bout,middleweight,regular,False,False
UFC 323: Dvalishvili vs. Yan 2 ,Muhammad Naimov vs. Mairon Santos,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Tsarukyan vs. Hooker ,Arman Tsarukyan vs. Dan Hooker,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Tsarukyan vs. Hooker ,Belal Muhammad vs. Ian Machado Garry,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Tsarukyan vs. Hooker ,Volkan Oezdemir vs. Alonzo Menifield,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Tsarukyan vs. Hooker ,Jack Hermansson vs. Myktybek Orolbai,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Tsarukyan vs. Hooker ,Waldo Cortes Acosta vs. Shamil Gaziev,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Tsarukyan vs. Hooker ,Tagir Ulanbekov vs. Kyoji Horiguchi,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Tsarukyan vs. Hooker ,Bogdan Grad vs. Luke Riley,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Tsarukyan vs. Hooker ,Nicolas Dalby vs. Saygid Izagakhmaev,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Tsarukyan vs. Hooker ,Alex Perez vs. Asu Almabayev,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Tsarukyan vs. Hooker ,Abdul Rakhman Yakhyaev vs. Rafael Cerqueira,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Tsarukyan vs. Hooker ,Bekzat Almakhan vs. Aleksandre Topuria,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Tsarukyan vs. Hooker ,Ismail Naurdiev vs. Ryan Loder,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Tsarukyan vs. Hooker ,Nurullo Aliev vs. Shem Rock,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Tsarukyan vs. Hooker ,Marek Bujlo vs. Denzel Freeman,Heavyweight Bout,heavyweight,regular,False,False
UFC 322: Della Maddalena vs. Makhachev ,Jack Della Maddalena vs. Islam Makhachev,UFC Welterweight Title Bout,welterweight,title,False,False
UFC 322: Della Maddalena vs. Makhachev ,Valentina Shevchenko vs. Zhang Weili,UFC Women's Flyweight Title Bout,flyweight,title,True,False
UFC 322: Della Maddalena vs. Makhachev ,Sean Brady vs. Michael Morales,Welterweight Bout,welterweight,regular,False,False
UFC 322: Della Maddalena vs. Makhachev ,Leon Edwards vs. Carlos Prates,Welterweight Bout,welterweight,regular,False,False
UFC 322: Della Maddalena vs. Makhachev ,Beneil Dariush vs. Benoit Saint Denis,Lightweight Bout,lightweight,regular,False,False
UFC 322: Della Maddalena vs. Makhachev ,Bo Nickal vs. Rodolfo Vieira,Middleweight Bout,middleweight,regular,False,False
UFC 322: Della Maddalena vs. Makhachev ,Roman Kopylov vs. Gregory Rodrigues,Middleweight Bout,middleweight,regular,False,False
UFC 322: Della Maddalena vs. Makhachev ,Erin Blanchfield vs. Tracy Cortez,Women's Flyweight Bout,flyweight,regular,True,False
UFC 322: Della Maddalena vs. Makhachev ,Malcolm Wellmaker vs. Ethyn Ewing,Featherweight Bout,featherweight,regular,False,False
UFC 322: Della Maddalena vs. Makhachev ,Kyle Daukaus vs. Gerald Meerschaert,Middleweight Bout,middleweight,regular,False,False
UFC 322: Della Maddalena vs. Makhachev ,Pat Sabatini vs. Chepe Mariscal,Featherweight Bout,featherweight,regular,False,False
UFC 322: Della Maddalena vs. Makhachev ,Angela Hill vs. Fatima Kline,Women's Strawweight Bout,strawweight,regular,True,False
UFC 322: Della Maddalena vs. Makhachev ,Baisangur Susurkaev vs. Eric McConico,Middleweight Bout,middleweight,regular,False,False
UFC 322: Della Maddalena vs. Makhachev ,Viacheslav Borshchev vs. Matheus Camilo,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Bonfim vs. Brown ,Gabriel Bonfim vs. Randy Brown,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Bonfim vs. Brown ,Matt Schnell vs. Joseph Morales,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Bonfim vs. Brown ,Muslim Salikhov vs. Uros Medic,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Bonfim vs. Brown ,Chris Padilla vs. Ismael Bonfim,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Bonfim vs. Brown ,Christian Leroy Duncan vs. Marco Tulio,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Bonfim vs. Brown ,Hyder Amil vs. Jamall Emmers,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Bonfim vs. Brown ,Ricky Simon vs. Raoni Barcelos,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Bonfim vs. Brown ,Mayra Bueno Silva vs. Jacqueline Cavalcanti,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Bonfim vs. Brown ,Josh Hokit vs. Max Gimenis,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Bonfim vs. Brown ,Tecia Pennington vs. Denise Gomes,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Bonfim vs. Brown ,Miles Johns vs. Daniel Marcos,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Bonfim vs. Brown ,Zach Reese vs. Jackson McVey,Catch Weight Bout,catch_weight,regular,False,False
UFC Fight Night: Garcia vs. Onama ,Steve Garcia vs. David Onama,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Garcia vs. Onama ,Waldo Cortes Acosta vs. Ante Delija,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Garcia vs. Onama ,Jeremiah Wells vs. Themba Gorimbo,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Garcia vs. Onama ,Isaac Dulgarian vs. Yadier del Valle,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Garcia vs. Onama ,Charles Radtke vs. Daniel Frunza,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Garcia vs. Onama ,Allan Nascimento vs. Cody Durden,Catch Weight Bout,catch_weight,regular,False,False
UFC Fight Night: Garcia vs. Onama ,Billy Elekana vs. Kevin Christian,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Garcia vs. Onama ,Timmy Cuamba vs. ChangHo Lee,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Garcia vs. Onama ,Donte Johnson vs. Sedriques Dumas,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Garcia vs. Onama ,Ketlen Vieira vs. Norma Dumont,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Garcia vs. Onama ,Alice Ardelean vs. Montserrat Conejo Ruiz,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Garcia vs. Onama ,Phil Rowe vs. Seokhyeon Ko,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Garcia vs. Onama ,Talita Alencar vs. Ariane Carnelossi,Women's Strawweight Bout,strawweight,regular,True,False
UFC 321: Aspinall vs. Gane ,Tom Aspinall vs. Ciryl Gane,UFC Heavyweight Title Bout,heavyweight,title,False,False
UFC 321: Aspinall vs. Gane ,Virna Jandiroba vs. Mackenzie Dern,UFC Women's Strawweight Title Bout,strawweight,title,True,False
UFC 321: Aspinall vs. Gane ,Umar Nurmagomedov vs. Mario Bautista,Bantamweight Bout,bantamweight,regular,False,False
UFC 321: Aspinall vs. Gane ,Alexander Volkov vs. Jailton Almeida,Heavyweight Bout,heavyweight,regular,False,False
UFC 321: Aspinall vs. Gane ,Aleksandar Rakic vs. Azamat Murzakanov,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 321: Aspinall vs. Gane ,Nasrat Haqparast vs. Quillan Salkilld,Lightweight Bout,lightweight,regular,False,False
UFC 321: Aspinall vs. Gane ,Ikram Aliskerov vs. JunYong Park,Middleweight Bout,middleweight,regular,False,False
UFC 321: Aspinall vs. Gane ,Ludovit Klein vs. Mateusz Rebecki,Lightweight Bout,lightweight,regular,False,False
UFC 321: Aspinall vs. Gane ,Valter Walker vs. Louie Sutherland,Heavyweight Bout,heavyweight,regular,False,False
UFC 321: Aspinall vs. Gane ,Nathaniel Wood vs. Jose Delgado,Featherweight Bout,featherweight,regular,False,False
UFC 321: Aspinall vs. Gane ,Hamdy Abdelwahab vs. Chris Barnett,Heavyweight Bout,heavyweight,regular,False,False
UFC 321: Aspinall vs. Gane ,Azat Maksum vs. Mitch Raposo,Flyweight Bout,flyweight,regular,False,False
UFC 321: Aspinall vs. Gane ,Jaqueline Amorim vs. Mizuki,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: De Ridder vs. Allen ,Reinier de Ridder vs. Brendan Allen,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: De Ridder vs. Allen ,Kevin Holland vs. Mike Malott,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: De Ridder vs. Allen ,Marlon Vera vs. Aiemann Zahabi,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: De Ridder vs. Allen ,Manon Fiorot vs. Jasmine Jasudavicius,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: De Ridder vs. Allen ,Charles Jourdain vs. Davey Grant,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: De Ridder vs. Allen ,Kyle Nelson vs. Matt Frevola,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: De Ridder vs. Allen ,Kyle Prepolec vs. Drew Dober,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: De Ridder vs. Allen ,Cody Gibson vs. Aoriqileng,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: De Ridder vs. Allen ,Bruno Silva vs. HyunSung Park,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: De Ridder vs. Allen ,Danny Barlow vs. Djorden Santos,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: De Ridder vs. Allen ,Stephanie Luciano vs. Ravena Oliveira,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: De Ridder vs. Allen ,Azamat Bekoev vs. Yousri Belgaroui,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: De Ridder vs. Allen ,Melissa Croden vs. Tainara Lisboa,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Oliveira vs. Gamrot ,Charles Oliveira vs. Mateusz Gamrot,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Oliveira vs. Gamrot ,Deiveson Figueiredo vs. Montel Jackson,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Oliveira vs. Gamrot ,Vicente Luque vs. Joel Alvarez,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Oliveira vs. Gamrot ,Jhonata Diniz vs. Mario Pinto,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Oliveira vs. Gamrot ,Ricardo Ramos vs. Kaan Ofli,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Oliveira vs. Gamrot ,Lucas Almeida vs. Michael Aswell Jr.,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Oliveira vs. Gamrot ,Jafel Filho vs. Clayton Carpenter,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Oliveira vs. Gamrot ,Vitor Petrino vs. Thomas Petersen,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Oliveira vs. Gamrot ,Bia Mesquita vs. Irina Alekseeva,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Oliveira vs. Gamrot ,Lucas Rocha vs. Stewart Nicoll,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Oliveira vs. Gamrot ,Julia Polastri vs. Karolina Kowalkiewicz,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Oliveira vs. Gamrot ,Luan Lacerda vs. Saimon Oliveira,Bantamweight Bout,bantamweight,regular,False,False
UFC 320: Ankalaev vs. Pereira 2 ,Magomed Ankalaev vs. Alex Pereira,UFC Light Heavyweight Title Bout,light_heavyweight,title,False,False
UFC 320: Ankalaev vs. Pereira 2 ,Merab Dvalishvili vs. Cory Sandhagen,UFC Bantamweight Title Bout,bantamweight,title,False,False
UFC 320: Ankalaev vs. Pereira 2 ,Jiri Prochazka vs. Khalil Rountree Jr.,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 320: Ankalaev vs. Pereira 2 ,Josh Emmett vs. Youssef Zalal,Featherweight Bout,featherweight,regular,False,False
UFC 320: Ankalaev vs. Pereira 2 ,Abus Magomedov vs. Joe Pyfer,Middleweight Bout,middleweight,regular,False,False
UFC 320: Ankalaev vs. Pereira 2 ,Ateba Gautier vs. Tre'ston Vines,Middleweight Bout,middleweight,regular,False,False
UFC 320: Ankalaev vs. Pereira 2 ,Daniel Santos vs. JooSang Yoo,Catch Weight Bout,catch_weight,regular,False,False
UFC 320: Ankalaev vs. Pereira 2 ,Patchy Mix vs. Jakub Wiklacz,Bantamweight Bout,bantamweight,regular,False,False
UFC 320: Ankalaev vs. Pereira 2 ,Edmen Shahbazyan vs. Andre Muniz,Middleweight Bout,middleweight,regular,False,False
UFC 320: Ankalaev vs. Pereira 2 ,Punahele Soriano vs. Nikolay Veretennikov,Welterweight Bout,welterweight,regular,False,False
UFC 320: Ankalaev vs. Pereira 2 ,Macy Chiasson vs. Yana Santos,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC 320: Ankalaev vs. Pereira 2 ,Chris Gutierrez vs. Farid Basharat,Bantamweight Bout,bantamweight,regular,False,False
UFC 320: Ankalaev vs. Pereira 2 ,Ramiz Brahimaj vs. Austin Vanderford,Welterweight Bout,welterweight,regular,False,False
UFC 320: Ankalaev vs. Pereira 2 ,Veronica Hardy vs. Brogan Walker,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Ulberg vs. Reyes ,Carlos Ulberg vs. Dominick Reyes,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Ulberg vs. Reyes ,Jimmy Crute vs. Ivan Erslan,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Ulberg vs. Reyes ,Jack Jenkins vs. Ramon Taveras,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Ulberg vs. Reyes ,Jake Matthews vs. Neil Magny,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Ulberg vs. Reyes ,Tom Nolan vs. Charlie Campbell,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Ulberg vs. Reyes ,Navajo Stirling vs. Rodolfo Bellato,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Ulberg vs. Reyes ,Cam Rowston vs. Andre Petroski,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Ulberg vs. Reyes ,Jamie Mullarkey vs. Rolando Bedoya,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Ulberg vs. Reyes ,Colby Thicknesse vs. Josias Musasa,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Ulberg vs. Reyes ,Michelle Montague vs. Luana Carolina,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Ulberg vs. Reyes ,Brando Pericic vs. Elisha Ellison,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Ulberg vs. Reyes ,Loma Lookboonmee vs. Alexia Thainara,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Lopes vs. Silva ,Diego Lopes vs. Jean Silva,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Lopes vs. Silva ,Rob Font vs. David Martinez,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Lopes vs. Silva ,Rafa Garcia vs. Jared Gordon,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Lopes vs. Silva ,Kelvin Gastelum vs. Dustin Stoltzfus,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Lopes vs. Silva ,Alexander Hernandez vs. Diego Ferreira,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Lopes vs. Silva ,Santiago Luna vs. Quang Le,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Lopes vs. Silva ,Jose Daniel Medina vs. Dusko Todorovic,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Lopes vs. Silva ,Claudio Puelles vs. Joaquim Silva,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Lopes vs. Silva ,Tatiana Suarez vs. Amanda Lemos,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Lopes vs. Silva ,Jesus Aguilar vs. Luis Gurule,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Lopes vs. Silva ,Zach Reese vs. Sedriques Dumas,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Lopes vs. Silva ,Alessandro Costa vs. Alden Coria,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Lopes vs. Silva ,Montse Rendon vs. Alice Pereira,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Lopes vs. Silva ,Rodrigo Sezinando vs. Daniil Donchenko,Ultimate Fighter 33 Welterweight Tournament Title Bout,welterweight,title,False,True
UFC Fight Night: Imavov vs. Borralho ,Nassourdine Imavov vs. Caio Borralho,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Imavov vs. Borralho ,Benoit Saint Denis vs. Mauricio Ruffy,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Imavov vs. Borralho ,Modestas Bukauskas vs. Paul Craig,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Imavov vs. Borralho ,Bolaji Oki vs. Mason Jones,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Imavov vs. Borralho ,Axel Sola vs. Rhys McKee,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Imavov vs. Borralho ,William Gomis vs. Robert Ruchala,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Imavov vs. Borralho ,Oumar Sy vs. Brendson Ribeiro,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Imavov vs. Borralho ,Marcin Tybura vs. Ante Delija,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Imavov vs. Borralho ,Harry Hardwick vs. Kaue Fernandes,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Imavov vs. Borralho ,Sam Patterson vs. Trey Waters,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Imavov vs. Borralho ,Brad Tavares vs. Robert Bryczek,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Imavov vs. Borralho ,Andreas Gustafsson vs. Rinat Fakhretdinov,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Imavov vs. Borralho ,Shauna Bannon vs. Sam Hughes,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Walker vs. Zhang ,Johnny Walker vs. Zhang Mingyang,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Walker vs. Zhang ,Brian Ortega vs. Aljamain Sterling,Catch Weight Bout,catch_weight,regular,False,False
UFC Fight Night: Walker vs. Zhang ,Sergei Pavlovich vs. Waldo Cortes Acosta,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Walker vs. Zhang ,Sumudaerji vs. Kevin Borjas,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Walker vs. Zhang ,Taiyilake Nueraji vs. Kiefer Crosbie,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Walker vs. Zhang ,Maheshate vs. Gauge Young,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Walker vs. Zhang ,Charles Johnson vs. Lone'er Kavanagh,Flyweight Bout,flyweight,regular,False,False
